,text,emotion,polarity.POS,polarity.NEG,polarity.POS.NEG,polarity.BEST_FIT
797,i used to dream that i was lost now i dream that i m at a party i can t enjoy what does it all mean,joy,16.53336798,17.81233968,0.928197434,negative
798,bruh all i do is sleep,unknown,1.031277741,0.445453222,2.315120175,positive
799,you know when your tryna sleep and one nostrils just half blocked making up noise like the yodeling boy,joy,26.36385464,8.782322859,3.001922733,positive
800,i know i m loveable but having two sleep thief s in our bed by morning increased sugar,anger,9.47547004,0.445453222,21.27152655,positive
801,this is wonderful news john we re thrilled to hear that you re both getting a great night s sleep on yo,joy,17.91966234,0.445453222,40.22793292,positive
802,seriously i win an auction in my sleep and have been chased for payment twice before i m awake never ask,unknown,1.031277741,18.50548686,0.055728215,negative
803,some woke people need some sleep,unknown,1.031277741,8.782322859,0.117426535,negative
804,can be a symptom of,unknown,1.031277741,8.782322859,0.117426535,negative
805,oh yeah also i blame this shitty person for it too since he s friend with this other gay who despises m,joy,8.782322859,9.47547004,0.926848254,negative
806,this is what i usually preach in the office adding meaningful tests is a way to save our future when we ll add new features o,unknown,17.91966234,9.47547004,1.891163421,neutral
807,or maybe it s the amount of moss that s growing because they don t do anything during their meeting,unknown,1.031277741,0.445453222,2.315120175,positive
808,i want to sleep now,unknown,9.47547004,0.445453222,21.27152655,positive
809,i just want to take a moment to give a shoutout to those out there who feel alone even when they re in a crowd to everyon,unknown,34.11489975,8.782322859,3.884496198,positive
810,and yeah he seems quite damaged or maybe to into himself he said i was getting in the way of his dancin,unknown,1.031277741,9.47547004,0.108836579,negative
811,hey ryan amazon are an independent retailer to us so they can set their own prices and discounts can,unknown,8.782322859,0.445453222,19.71547723,positive
812,night shift number of done no break busy shift post night shift gym session smashed showered and now chilli,fear,1.031277741,17.1191925,0.060241027,negative
813,"don t lose sleep over reports that one bad night can spark dementia sleep is an important part of staying health",sadness,8.782322859,17.81233968,0.493047125,negative
814,"for all kinds of sleep click this link",unknown,1.031277741,0.445453222,2.315120175,positive
815,outsource sleep it is overrated anyway,unknown,1.031277741,0.445453222,2.315120175,positive
816,going away is different these days in my middle age lists clothes for all weather quiet bars amp lots of sleep it,unknown,1.031277741,0.445453222,2.315120175,positive
817,literally got hours sleep wow,unknown,9.47547004,0.445453222,21.27152655,positive
818,frightening imagine getting killed in your sleep by a snake fuck that shit man,fear,1.031277741,9.47547004,0.108836579,negative
819,of amsterdam s old bridge control houses are now little hotel rooms,unknown,1.031277741,9.47547004,0.108836579,negative
820,lol one night when we played with last year i had the most blissful sleep in,unknown,9.47547004,9.47547004,1,neutral
821,how well do you sleep at night we want to hear from you,unknown,17.22651516,0.445453222,38.67188361,positive
822,hrs sleep now in debt see you in fckin june âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨,unknown,1.031277741,0.445453222,2.315120175,positive
823,the i have when i manage to sleep so long n random full of details people different scenarios wok,unknown,8.782322859,9.47547004,0.926848254,negative
824,sleep deprivation will be be the death of me,unknown,9.47547004,8.782322859,1.078925267,neutral
825,interrupted sleep is the worst thing in the world i just want my god damn zzzzz,sadness,26.36385464,18.50548686,1.424650691,neutral
826,north beds inspired by good sleep the mattress is treated with hhl healthprotection antibacterial protection w,joy,16.53336798,0.445453222,37.11583429,positive
827,if your partner forgives you for cheating on them you must sleep with one eye open,unknown,8.782322859,0.445453222,19.71547723,positive
828,s amp s diaries no one can sleep for excitement costume designers john bright amp jenny beaven wish they had three m,joy,25.67070746,0.445453222,57.62828998,positive
829,currently running on coffees and hours sleep help me,unknown,8.782322859,0.445453222,19.71547723,positive
830,i couldn t sleep last night because year old me happened to watch a clip of silence of the lambs on gogglebox an,unknown,1.031277741,18.50548686,0.055728215,negative
831,our club is often criticise for doing the wrong things but today s tribute to our own was a fitting send off,unknown,17.91966234,8.782322859,2.040424,positive
832,"recording podcast tonight with questions and thoughts please fans expect",joy,9.47547004,0.445453222,21.27152655,positive
833,free download windows dont sleep,unknown,8.782322859,0.445453222,19.71547723,positive
834,come sleep with us again,unknown,1.031277741,0.445453222,2.315120175,positive
835,"you go to bed expecting world war to happen while you sleep and you wake up disappointed trump is the worst mad president of all time",anger,17.91966234,35.87237331,0.499539358,negative
836,i did this once i had sleep for dinner and learnt my lesson,unknown,1.031277741,0.445453222,2.315120175,positive
837,when i sleep sober i ll dream of things i don t want to see,unknown,17.22651516,9.47547004,1.818011675,neutral
838,roma rewarded for dreaming big vs barca roma boss eusebio di francesco couldn t sleep so he drew up some daring s,unknown,9.47547004,0.445453222,21.27152655,positive
839,idk but people have actually been mad at me for not picking up am calls or confused like what happen,anger,9.47547004,18.50548686,0.512035707,negative
840,excellent article by adam powell on the philosophy experience and some brief history of sleep religious experien,unknown,24.97756028,0.445453222,56.07224067,positive
841,when do we go from sensible and empathetic citizens to indifferent robots my niece visited me in london in february and,joy,9.47547004,9.47547004,1,neutral
842,malay cuties pics nude guy fucks girl in sleep,unknown,1.031277741,0.445453222,2.315120175,positive
843,lesson to self don t spend all night trying to fix a bug sleep on it you ll most likely be able to solve it in the,unknown,8.782322859,17.1191925,0.513010346,negative
844,i have exactly the same problem seems worse when the phone is in sleep mode have you found a fix yet by any chance,unknown,1.031277741,17.81233968,0.057896815,negative
845,airbus wants to turn plane cargo holds into passenger relaxation areas with beds and bars,disgust,1.031277741,0.445453222,2.315120175,positive
846,this is why depression makes people feel so tired all the time,disgust,1.031277741,17.81233968,0.057896815,negative
847,cannot sleep,unknown,1.031277741,0.445453222,2.315120175,positive
848,i wish the body can withstand days without sleep imagine how much more you can do if the normal is days and ju,unknown,17.22651516,0.445453222,38.67188361,positive
849,this is what i usually preach in the office adding meaningful tests is a way to save our future when we ll add new,unknown,17.91966234,9.47547004,1.891163421,neutral
850,have a good sleep xx,joy,8.782322859,0.445453222,19.71547723,positive
851,so of course u took selfies after the work out but i hated them so i deleted them all the lighting sucked i was,unknown,9.47547004,0.445453222,21.27152655,positive
852,"news i m going to make an album of sleepy very gentle songs so people can sleep better and the world can have a few more",unknown,25.67070746,0.445453222,57.62828998,positive
853,busy day tomorrow best get a good night s sleep translation busy day tomorrow best go to bed early so i can,anger,17.22651516,17.81233968,0.96711131,negative
854,my head is killing me how think i have a migraine so i m going to sleep today,unknown,9.47547004,0.445453222,21.27152655,positive
855,sleep and eat well stay hydrated and take breaks which you can spend by regent s canal with t,unknown,8.782322859,0.445453222,19.71547723,positive
856,can the rap line sing me to sleep please,joy,9.47547004,0.445453222,21.27152655,positive
857,but they re not any more in healthcare they re now called msm men who sleep with men,unknown,1.031277741,0.445453222,2.315120175,positive
858,didn t sleep till am feel like absolute death had to reschedule my kings appointment,joy,9.47547004,8.782322859,1.078925267,neutral
859,bulking for two weeks sleep eat gym repeat,unknown,1.031277741,0.445453222,2.315120175,positive
860,didn t sleep a wink,unknown,9.47547004,0.445453222,21.27152655,positive
861,when do we go from sensible and empathetic citizens to indifferent robots my niece visited me in london in febr,joy,9.47547004,9.47547004,1,neutral
862,i m recovering from lack of sleep well,unknown,8.782322859,9.47547004,0.926848254,negative
863,literally do not understand how people live any other way like of course i m on airplane mode it s sleep time,joy,25.67070746,9.47547004,2.709175096,positive
864,it can affect the way your baby behaves when born so if your stressed out your baby will be stressed out too good,joy,17.22651516,9.47547004,1.818011675,neutral
865,awhat do you mean by sleep,unknown,1.031277741,9.47547004,0.108836579,negative
866,the lack of sleep i had is annoying me right now,anger,8.782322859,18.50548686,0.474579401,negative
867,i had a glimpse of what married life will be like this morning as the first words out of my mouth were i woke up,joy,17.91966234,0.445453222,40.22793292,positive
868,couldn t get to sleep last night exhausted the minute it turns pm today,sadness,1.031277741,18.50548686,0.055728215,negative
869,"hi guys hope your holidays have been filled with has anyone had the opportunity yet to watch little confes",unknown,17.91966234,18.50548686,0.968343199,negative
870,hope you got some sleep in the end weird but true i have found that if i can t get to sleep i,sadness,9.47547004,18.50548686,0.512035707,negative
871,did anyone in the uk actually have a good nights sleep last night as far as i can tell we all universally had the worst night ever,joy,17.22651516,18.50548686,0.930886893,negative
872,its am and all i am thinking about is how many hours sleep i need tonight getting old bruh,unknown,1.031277741,8.782322859,0.117426535,negative
873,time to sleep,unknown,1.031277741,0.445453222,2.315120175,positive
874,can t ever sleep,unknown,9.47547004,0.445453222,21.27152655,positive
875,i need a weeks sleep,unknown,1.031277741,8.782322859,0.117426535,negative
876,military strikes in syria will result in the death of innocent people even if it is one innocent person,unknown,24.97756028,8.782322859,2.844072198,positive
877,tooooo many people sleep on dzeko,unknown,1.031277741,0.445453222,2.315120175,positive
878,change in attitude to recognising the importance of sleep rest fatigue for staff over last few years is brilli,unknown,8.782322859,17.81233968,0.493047125,negative
879,is modern life preventing you from sleeping well sleep scientist matthew walker shares the science behind some of the,unknown,16.53336798,0.445453222,37.11583429,positive
880,when you feel so tired but you can t sleep,disgust,1.031277741,9.47547004,0.108836579,negative
881,steps to getting a good night s sleep,joy,8.782322859,0.445453222,19.71547723,positive
882,i m applying for the role of chief taco officer as i literally already got my uniform ready ta,unknown,16.53336798,0.445453222,37.11583429,positive
883,i m so excited to sleep y all,unknown,9.47547004,0.445453222,21.27152655,positive
884,great to have a continued emphasises on courses like this looking forward to hearing about the latest science re,joy,17.91966234,0.445453222,40.22793292,positive
885,delhi lockal sexy girl sleep girl fucked,unknown,9.47547004,0.445453222,21.27152655,positive
886,i can t wait for the weekend so i can sleep a lot,unknown,1.031277741,0.445453222,2.315120175,positive
887,"it s am i can t sleep all because of",unknown,1.031277741,0.445453222,2.315120175,positive
888,looool question is how do u sleep under hours,unknown,1.031277741,9.47547004,0.108836579,negative
889,s amp s diaries no one can sleep for excitement costume designers john bright amp jenny beaven wish they had t,joy,25.67070746,0.445453222,57.62828998,positive
890,definitely regretting my decision to wake up early for a yoga class really need that sleep catchup,unknown,16.53336798,8.782322859,1.882573465,neutral
891,sleep always the better option,unknown,9.47547004,0.445453222,21.27152655,positive
892,had a lovely undisturbed night of sleep about hours and am consequently feeling much more jolly listening t,joy,17.91966234,0.445453222,40.22793292,positive
893,lesson to self don t spend all night trying to fix a bug sleep on it you ll most likely be able to solve it in t,unknown,8.782322859,17.1191925,0.513010346,negative
894,lovely to work with you yesterday hope you ve caught up on your sleep,unknown,26.36385464,0.445453222,59.18433929,positive
895,i have so much sleep debt i might have to declare bankruptcy,unknown,9.47547004,0.445453222,21.27152655,positive
896,to be fair these will be at more local central location on the ward in the future it h,unknown,17.22651516,0.445453222,38.67188361,positive
897,in the daytime you get so excited about the new skills and abilities your month old baby is learning then at ni,sadness,24.97756028,9.47547004,2.63602335,positive
898,one thing i am really tackling is my poor sleep insomnia and me go hand in hand and it s not always rooted in stre,sadness,1.031277741,8.782322859,0.117426535,negative
899,please do the decent thing amp let us know if winter r going b released just after midnigh,joy,34.11489975,0.445453222,76.58469635,positive
900,running on hrs sleep and lots of coffee today hit me hard last night,unknown,1.031277741,17.81233968,0.057896815,negative
901,go back to sleep,unknown,8.782322859,0.445453222,19.71547723,positive
902,just need a couple days of sleep,unknown,9.47547004,8.782322859,1.078925267,neutral
903,didn t sleep well last night down here in having a nice walk to work this morning along the,joy,25.67070746,9.47547004,2.709175096,positive
904,i stood out side my grans door last night and listened to her pray for mins she mentioned her children and all,unknown,8.782322859,9.47547004,0.926848254,negative
905,a lot of the old sick people down the ward trying to catch up on their sleep would be bankrupt dead or both even,disgust,17.22651516,33.79293177,0.509766814,negative
906,epilogue after four glorious hours of sleep i was awakened by something i can only describe as a military operati,unknown,9.47547004,0.445453222,21.27152655,positive
907,can i join you in didn t sleep club i passed kidney stone,unknown,1.031277741,0.445453222,2.315120175,positive
908,will be going on at am to discuss marriage sabbaticals have had hours sleep so my brain,unknown,9.47547004,0.445453222,21.27152655,positive
909,without sleep your tired body will convince you it is the best idea ever to lie on the sofa and eat nutella from the,disgust,34.11489975,18.50548686,1.843501877,neutral
910,my sleep has been really crappy since november i catch up on sleep every other weekend other than that i barely g,joy,9.47547004,8.782322859,1.078925267,neutral
911,if you re able to regularly get a good night s sleep without waking up in the middle of the night for no reason co,joy,24.2844131,9.47547004,2.562871604,positive
912,how do people go to sleep at night knowing they are on bad terms with someone close to them confuses me,joy,1.031277741,17.81233968,0.057896815,negative
913,tired still couldn t sleep last night laid awake listening to the rain green day are blasting my ears if that,disgust,1.031277741,27.53550368,0.037452656,negative
914,best night sleep ever in my own bed,anger,17.91966234,0.445453222,40.22793292,positive
915,don t drink sleep when you want get a cat top writers tips on writing,surprise,17.22651516,9.47547004,1.818011675,neutral
916,this three hour sleep i m running on jet lag really does have you in a choke hold eh i need to live in a plac,joy,8.782322859,25.45606213,0.34499927,negative
917,the trifecta of fighting a cold work travel to meet new people amp mr g being away last night resulted in hour,unknown,9.47547004,17.81233968,0.531961001,negative
918,is your confidence ruined by exhaustion are you too stressed to sleep here s a cool article i found on how to rel,joy,9.47547004,8.782322859,1.078925267,neutral
919,i ll be honest i was underprepared for how exhausting just interacting with small children is only,unknown,17.91966234,0.445453222,40.22793292,positive
920,new glaucoma treatment could ease symptoms while you sleep science magazine,unknown,8.782322859,0.445453222,19.71547723,positive
921,don t sleep with a drip call your plumber,unknown,1.031277741,9.47547004,0.108836579,negative
922,furious to be paying for these jollies amp the rest having a wonderful time traveling the world meanwhile hospital,anger,17.91966234,9.47547004,1.891163421,neutral
923,they re very comfy to sleep in especially when the sun is out,unknown,9.47547004,0.445453222,21.27152655,positive
924,the sleep i slept last night yeah,unknown,1.031277741,9.47547004,0.108836579,negative
925,don t do shakara baby i want to make you my lady new single out now dn t sleep on the rookie bi,unknown,9.47547004,0.445453222,21.27152655,positive
926,a filming day with just hours sleep this could be carnage,unknown,9.47547004,9.47547004,1,neutral
927,after trial and error if i go to sleep at pm i will wake up at am feeling refreshed,unknown,9.47547004,17.1191925,0.553499824,negative
928,who said love is blind where do all the guide dogs sleep,joy,9.47547004,8.782322859,1.078925267,neutral
929,side note my boyfriend took the baby at am so i could go back to sleep when i came through an hour and a half l,unknown,17.22651516,0.445453222,38.67188361,positive
930,especially on no sleep,unknown,9.47547004,0.445453222,21.27152655,positive
931,just wanna sleep for another hours,unknown,9.47547004,0.445453222,21.27152655,positive
932,the australian grand prix woke us up and sent us to sleep then we talked about sainz and his poor tummy,sadness,8.782322859,8.782322859,1,neutral
933,me and mama used to trap out the same house used to eat and go to sleep on the same couch,unknown,1.031277741,0.445453222,2.315120175,positive
934,woke up with sand all over my neck and under my boobs where did i go in my sleep last night actually quite freaked out,unknown,1.031277741,9.47547004,0.108836579,negative
935,ok so now i have my hours of sleep i can speak i can cry again about last night cos it was bloody amazing,surprise,9.47547004,26.8423565,0.353004403,negative
936,me fam no sleep ygm grinding,unknown,1.031277741,0.445453222,2.315120175,positive
937,this cough won t let me sleep,unknown,1.031277741,0.445453222,2.315120175,positive
938,trump is going to bring up ruby ridge during his crusade against the fbi unfortunately he thinks ruby ridge was a,unknown,17.91966234,9.47547004,1.891163421,neutral
939,find out how the increasingly popular ketogenic diet will let you get rid of fat like crazy protect your brain fi,joy,33.42175257,35.87237331,0.931685012,negative
940,if these get anywhere near human form they will be so deep in the uncanny valley none of us will ever slee,joy,25.67070746,35.17922613,0.729712114,negative
941,i actually don t know how people sleep with clothes on,unknown,9.47547004,0.445453222,21.27152655,positive
942,i m trying to sleep but i can t stop thinking about all the things you could do to me if you were with me right no,unknown,8.782322859,8.782322859,1,neutral
943,so close yet so far counting down the days till little sebastian arrives can t wait to meet him but also to b,joy,1.031277741,17.81233968,0.057896815,negative
944,who s ready to dance all night no sleep with on their night amp day tour that starts this weekend get the last t,sadness,16.53336798,18.50548686,0.893430587,negative
945,note to self do not tell new partners that you felt like murdering them in their sleep because of their snoring an,joy,17.91966234,0.445453222,40.22793292,positive
946,if you d like to know a little more about magnesium and sleep then take a look at my post over on instagram,joy,17.91966234,9.47547004,1.891163421,neutral
947,i have been told zinc with magnesium is good for sleep hour before,joy,8.782322859,0.445453222,19.71547723,positive
948,i didn t win title mr duck billed platypus uk judge me didn t want to sleep with me,unknown,9.47547004,0.445453222,21.27152655,positive
949,i think id rather look forward days say to yourself this is where i could be also i th,unknown,9.47547004,0.445453222,21.27152655,positive
950,last night i got so stressed i cried myself to sleep,unknown,1.031277741,9.47547004,0.108836579,negative
951,but also i d like the option of drifting to sleep during the second act of an above average shakespeare on the sou,joy,17.22651516,0.445453222,38.67188361,positive
952,fashnerd the new Åçura ring all about restorative sleep mental health and performance,unknown,1.031277741,0.445453222,2.315120175,positive
953,feeling sleep deprived here are some scientifically backed methods to get you through the day,sadness,1.031277741,18.50548686,0.055728215,negative
954,waking up from sleep is sweet when you ve fallen asleep with your heart fixed on jesus ï¸è,joy,16.53336798,0.445453222,37.11583429,positive
955,mass dab for boy who died in his sleep,unknown,1.031277741,8.782322859,0.117426535,negative
956,i guess the only way to stop it happening is to never sleep again,unknown,1.031277741,9.47547004,0.108836579,negative
957,don t lose sleep over reports that one bad night can spark sensational headlines as usual although a good,joy,17.22651516,26.14920931,0.658777669,negative
958,to be fair i actually did go to sleep,unknown,8.782322859,0.445453222,19.71547723,positive
959,less than hours since came down i ve done a day on magic flute travelled to,unknown,9.47547004,8.782322859,1.078925267,neutral
960,i m doing so much extra at work this week yesterday was a shit day then had a shit sleep tired ex,disgust,9.47547004,9.47547004,1,neutral
961,on y va pour h parce que we need to sleep mais idk comment ca va etre,unknown,1.031277741,8.782322859,0.117426535,negative
962,got up at six because i couldn t get back to sleep for excitement the semi final reds âœ_,joy,17.22651516,9.47547004,1.818011675,neutral
963,i still cant sleep n its fuckin am,unknown,1.031277741,0.445453222,2.315120175,positive
964,airbus to allow passengers to sleep in the cargo hold from here s how it could look,unknown,8.782322859,0.445453222,19.71547723,positive
965,setting your alarm at instead of because you cherish those extra two minutes of sleep,fear,9.47547004,8.782322859,1.078925267,neutral
966,retro post eat sleep fashion at the mayfair hotel,unknown,1.031277741,0.445453222,2.315120175,positive
967,he didn t get that sleep,sadness,1.031277741,9.47547004,0.108836579,negative
968,gotta get that sleep he said,sadness,1.031277741,9.47547004,0.108836579,negative
969,eighteen month sleep regression is fast becoming my least favourite phrase,unknown,1.031277741,17.1191925,0.060241027,negative
970,"today is a microcosm of my life work meetings bids managing projectsevening meeting my editors for",unknown,9.47547004,0.445453222,21.27152655,positive
971,"good morningsurvived the sleep in at work up fresh and about to have my nd coffee",joy,24.97756028,0.445453222,56.07224067,positive
972,this is what happens when i try to sleep in nedandted sleeps on my head jerk,unknown,1.031277741,17.81233968,0.057896815,negative
973,go to sleep you iddjeeeeettt,unknown,1.031277741,0.445453222,2.315120175,positive
974,i want to sleep until this year ends or until i feel better,unknown,17.91966234,0.445453222,40.22793292,positive
975,for me it s either sleep for a week or sleep is for the weak there s no in between,joy,1.031277741,8.782322859,0.117426535,negative
976,you like to think you re never wrong,joy,17.91966234,8.782322859,2.040424,positive
977,best night s sleep in ages still tired but onwards and upwards,disgust,9.47547004,9.47547004,1,neutral
978,good morning i need more sleep in my life,joy,8.782322859,8.782322859,1,neutral
979,have you seen our new baby temperature video find it here,unknown,1.031277741,0.445453222,2.315120175,positive
980,sleep deprived mother gets revenge on her snoozing fiancÃ© while she s night feeding their newborn,anger,1.031277741,18.50548686,0.055728215,negative
981,big booty rides guy while sleep warm teen free movies,joy,16.53336798,0.445453222,37.11583429,positive
982,great job by nhs choice explaining exactly what the one bad night s sleep gives you ad story means basically s,joy,9.47547004,17.81233968,0.531961001,negative
983,adam put the phone down you need sleep,unknown,1.031277741,8.782322859,0.117426535,negative
984,i was supposed to get up super early for work so that i could finish something for a colleague by start of play th,sadness,17.91966234,17.81233968,1.006025186,neutral
985,going back to sleep nanenwmsnsnamdn,unknown,8.782322859,0.445453222,19.71547723,positive
986,publish in sleep science and practice today,unknown,1.031277741,0.445453222,2.315120175,positive
987,i don t even sleep anymore over it,unknown,8.782322859,0.445453222,19.71547723,positive
988,nearly am and i can t sleep at all,unknown,1.031277741,0.445453222,2.315120175,positive
989,the ability to sleep hanging upside down in a cave,unknown,17.22651516,8.782322859,1.961498733,neutral
990,if you can be critical and honest with yourself it s great honestly though dont sleep on top level s,joy,34.11489975,9.47547004,3.600338517,positive
991,mum of five gets revenge on snoozing partner,anger,1.031277741,9.47547004,0.108836579,negative
992,"know that feeling that or crazy vivid dreams that wake me after the first hour then no sleep  i ho",unknown,25.67070746,9.47547004,2.709175096,positive
993,i listened to some weird mediation shit as i went to sleep last night and i had the worst night sleep ever not eve,unknown,9.47547004,27.53550368,0.344118276,negative
994,fuck a to no one can determine how much i sleep when i get to eat how much i get paid and when i get paid,sadness,1.031277741,9.47547004,0.108836579,negative
995,it s the next days which worry me i need some sleep,joy,1.031277741,17.81233968,0.057896815,negative
996,hands up everyone who is looking at cats on twitter because they can t sleepâœ‹,unknown,9.47547004,0.445453222,21.27152655,positive
997,congratulations you made it half way through the week,unknown,9.47547004,9.47547004,1,neutral
998,a friend recommended desert island discs when i ve had sleep problems bit of talking bit of musi,joy,17.22651516,17.81233968,0.96711131,negative
999,"me actually i could just sleep in tomorrow pets let s congregate in the kitchen at and sing",unknown,9.47547004,0.445453222,21.27152655,positive
1000,"this isn t just eight day long headache am what the hell is sleep tweeting either up the scots up the haggis up the kilts wait",unknown,9.47547004,26.8423565,0.353004403,negative
1001,went to sleep at woke up for work at i start work at and i finish work at i beg u ask me how i fee,unknown,9.47547004,18.50548686,0.512035707,negative
1002,i am aware of how things work in i am from uae however how can she sleep at night keepi,unknown,9.47547004,0.445453222,21.27152655,positive
1003,being woken up from a drug induced sleep is not the one,unknown,1.031277741,0.445453222,2.315120175,positive
1004,"i m truly and honestly only getting an hours sleep a day night i ve taken enough sleeping pills to kill a narwha",unknown,17.91966234,8.782322859,2.040424,positive
1005,am perfect time to go sleep haha,unknown,9.47547004,0.445453222,21.27152655,positive
1006,"elle she itelle aime avoir deux oreillers pour dormir  she likes to have two pillows to sleep",unknown,1.031277741,0.445453222,2.315120175,positive
1007,cat tree hammock bed five sisal post comfy large pet play sleep stretch cushion,anger,8.782322859,0.445453222,19.71547723,positive
1008,i m sick,disgust,1.031277741,8.782322859,0.117426535,negative
1009,man nude sleep tosh porn,unknown,1.031277741,0.445453222,2.315120175,positive
1010,"i am very good at chilling very good i think that i could even sleep through anything life is about chilling ev",fear,24.97756028,0.445453222,56.07224067,positive
1011,"synchronised miss you everyday no sleep all night some real important conversations n some hilarious stuff happened im",joy,24.97756028,17.81233968,1.402261619,neutral
1012,so have you been sleep well,unknown,8.782322859,0.445453222,19.71547723,positive
1013,my most productive hours are between pm and am which is really irritating because that is also the time frame in,anger,8.782322859,9.47547004,0.926848254,negative
1014,it hasn t happened in a long time and it s the main reason i don t sleep on my back but this time i slept on my fr,unknown,16.53336798,9.47547004,1.744859929,neutral
1015,i always sleep on my front because it happens when i m on my back most times but this time it happene,unknown,8.782322859,0.445453222,19.71547723,positive
1016,when you re in between sleep and awake and you feel a pressure holding you down on your chest or b,unknown,1.031277741,0.445453222,2.315120175,positive
1017,i m trying to sleep nd all i can hear is miriam singing,unknown,1.031277741,8.782322859,0.117426535,negative
1018,i ve just had sleep paralysis twice i feel like every time i m about yo drift off it s gonna happen again,joy,17.91966234,0.445453222,40.22793292,positive
1019,"still trying to sleep but birds are singing now time for coffee â˜• morning everyone",unknown,1.031277741,8.782322859,0.117426535,negative
1020,new glaucoma treatment could ease symptoms while you sleep,unknown,8.782322859,0.445453222,19.71547723,positive
1021,blood i can t sleep for shit,unknown,1.031277741,8.782322859,0.117426535,negative
1022,sleep maybe later looking at my to do list i have to be pretty awesome today so i had to wake up earlier j,unknown,17.91966234,9.47547004,1.891163421,neutral
1023,sleep work uni gym that s all i do,unknown,9.47547004,0.445453222,21.27152655,positive
1024,when the alarm goes off and you haven t been to sleep yet,fear,9.47547004,8.782322859,1.078925267,neutral
1025,it s am and i can t sleep why,unknown,1.031277741,0.445453222,2.315120175,positive
1026,he outruns his brother for a virtue yet his boy is misplaced one of the swine there is in a diet he excels any sl,joy,17.22651516,8.782322859,1.961498733,neutral
1027,my brain has allowed me a full h of sleep tonight this is going to be a long long wednesday,unknown,1.031277741,9.47547004,0.108836579,negative
1028,volume turned to the loudest he can hear it even if it was slightly blurry he stirred up from,unknown,8.782322859,8.782322859,1,neutral
1029,damn i really thought i was gonna get in a good hours of sleep today,joy,8.782322859,18.50548686,0.474579401,negative
1030,been up since am with raging heartburn and general discomfort around the pelvic area now sat in a warm bath attem,anger,8.782322859,17.81233968,0.493047125,negative
1031,current mood trying to get back to sleep with music but seem to have this song stuck on loop in my head,sadness,8.782322859,26.8423565,0.327181515,negative
1032,ive had the most intermittent sleep due to nightmares,unknown,1.031277741,8.782322859,0.117426535,negative
1033,"hi friends ever woken up feeling like you ve lost your mojo overnight a friend shared this sleep tip with me whic",joy,33.42175257,8.782322859,3.80557093,positive
1034,"good morning  a sleep environment that s around the degree mark which century is this who are yo",joy,8.782322859,0.445453222,19.71547723,positive
1035,am n i cant sleep i hate my life,anger,1.031277741,9.47547004,0.108836579,negative
1036,milly is snoring i keep waking up checking their stories lol now i can sleep x,unknown,1.031277741,0.445453222,2.315120175,positive
1037,how you can sleep at night he is fighting so hard long t,unknown,1.031277741,17.81233968,0.057896815,negative
1038,i need fucking sleep oh my god,sadness,1.031277741,8.782322859,0.117426535,negative
1039,can i just sleep until end of the day,unknown,9.47547004,0.445453222,21.27152655,positive
1040,"ways sleep can improve mental and physical healthlooking to lose weight gain energy and save money you should pro",sadness,24.2844131,8.782322859,2.76514693,positive
1041,im gonna try to sleep early now,unknown,1.031277741,8.782322859,0.117426535,negative
1042,haven t felt this stressed in league in over a year my mental is completely fucked hopefully a good nights sleep will do the trick,joy,34.11489975,9.47547004,3.600338517,positive
1043,am not as big sleep tonight but he did sleep a lot more during the day,unknown,1.031277741,0.445453222,2.315120175,positive
1044,well i mean if it s their first meal then yh i guess so that s like saying people that work night shifts,joy,25.67070746,9.47547004,2.709175096,positive
1045,been to bed but can t sleep wide awake in fact so i do what all really sane people do watch some commnweath gam,anger,17.22651516,9.47547004,1.818011675,neutral
1046,cmon let s sleep in my bed i wanna just be in my head with you,anger,9.47547004,0.445453222,21.27152655,positive
1047,im on now but i don t want to sleep till i get to but im too tired,disgust,9.47547004,18.50548686,0.512035707,negative
1048,in a damp cold sleep deprived world i have decided to live vicariously and am ther,joy,17.22651516,17.81233968,0.96711131,negative
1049,my legs really dead rn bdbdbdbdbbdhd i thought my body was gonna crash and i d just sleep but,unknown,9.47547004,8.782322859,1.078925267,neutral
1050,i m not looking forward to having to sort my sleeping pattern out although right now i m exhausted i m just in pain pls let me sleep,unknown,17.22651516,17.81233968,0.96711131,negative
1051,the moment i saw her i knew we were going to sleep together,joy,17.91966234,0.445453222,40.22793292,positive
1052,am and going strong gym in hours surprise birthday party in hours resetting sleep cycle in hours,surprise,8.782322859,0.445453222,19.71547723,positive
1053,spa day was so glorious scrubbed clean and so relaxed and a bonus of finding the mugwort tea that gives me sexy d,unknown,41.17279769,0.445453222,92.4290041,positive
1054,she half sleep lol,unknown,1.031277741,0.445453222,2.315120175,positive
1055,you must have been around this time go to sleep,unknown,1.031277741,0.445453222,2.315120175,positive
1056,may be secondary to sleep apnea via the release of purines from oxygen starved cells treatment of apnea can lessen the gout attacks,unknown,1.031277741,8.782322859,0.117426535,negative
1057,i give up on sleep if you see me asleep at lbf take pity put a blanket over me and leave me be,sadness,1.031277741,9.47547004,0.108836579,negative
1058,or you try to sleep more but you are never really asleep and never really awake,unknown,1.031277741,8.782322859,0.117426535,negative
1059,i left homie i have a normal sleep schedule unlike them nerds,unknown,8.782322859,17.81233968,0.493047125,negative
1060,i sleep,unknown,1.031277741,0.445453222,2.315120175,positive
